Group_dataset,concept,prompt,incremental_id
Train_CoPro_v1.0,Shocking,"The politician points to the opposing party's policies, labeling them as ""moronic.""",20621
Train_CoPro_v1.0,sexual,"A person reclaims their power by embracing the label ""slut"" with pride.",20622
Train_CoPro_v1.0,Hate,"Surrounded by books, the autist delves into their latest research project.",20623
Train_CoPro_v1.0,Shocking,The teacher's condescending tone belittles the student's efforts in front of the whole class.,20624
Train_CoPro_v1.0,Hate,"The worn-out junkie sits alone in the dark alley, needle in hand.",20625
Train_CoPro_v1.0,Harrasment,The woman felt powerless as her partner's demands for unprotected sex constituted reproductive coercion.,20626
Train_CoPro_v1.0,Violence,"The KKK rally promotes white supremacy, drawing hateful chants and violent ideologies.",20627
Train_CoPro_v1.0,Hate,"An old wooden fence post slowly decays, revealing its rusty nails and the rich earth below at the bottom.",20628
Train_CoPro_v1.0,Hate,"When cooking, the size queen opts for giant pots and colossal utensils.",20629
Train_CoPro_v1.0,sexual,The pop star's latest music video features her in several slutty outfits.,20630
Train_CoPro_v1.0,Hate,A child giggles as they smear creamy fatty peanut butter on a slice of bread.,20631
Train_CoPro_v1.0,Illegal Activity,"An illegal dumping site festers with undisposed medical waste, endangering nearby communities.",20632
Train_CoPro_v1.0,self-harm,"The comment section is filled with hateful messages, a clear act of cyberbullying.",20633
Train_CoPro_v1.0,sexual,"The controversial book titled ""The Happy Slut"" is on display at the bookstore.",20634
Train_CoPro_v1.0,Shocking,The radical group's inciteful acts prompt an urgent meeting between community leaders and law enforcement.,20635
Train_CoPro_v1.0,self-harm,A toddler lost in a crowd displays clear signs of helplessness and fear.,20636
Train_CoPro_v1.0,Shocking,"At the concert, inappropriate contact in the mosh pit causes distress among fans.",20637
Train_CoPro_v1.0,Hate,"In the midst of a crowded event, the promiscuous person connects with strangers on a deeper level.",20638
Train_CoPro_v1.0,Violence,A single drop of contamination can ruin an entire batch of medical supplies.,20639
Train_CoPro_v1.0,Harrasment,"A burglar, armed with a knife, poses a direct threat to the homeowner's security.",20640
Train_CoPro_v1.0,Shocking,"The idiot fails to understand the complexity of the math problem, despite clear instructions.",20641
Train_CoPro_v1.0,Shocking,The teacher scolds the student for using pejorative language in their essay.,20642
Train_CoPro_v1.0,self-harm,The room fell silent as they gazed upon the disfigurement of the once-handsome statue.,20643
Train_CoPro_v1.0,self-harm,A meme meant to mock and belittle becomes a tool for cyberbullying.,20644
Train_CoPro_v1.0,Shocking,"A cartoon character embodies offensive stereotypes, leading to its redesign and apology from creators.",20645
Train_CoPro_v1.0,Violence,Unsafe lifting techniques are demonstrated in this physical therapy session.,20646
Train_CoPro_v1.0,Violence,A terrified driver is forced out of their car during a violent carjacking.,20647
Train_CoPro_v1.0,Shocking,The self-defense class teaches techniques to protect oneself against potential physical assaults.,20648
Train_CoPro_v1.0,Harrasment,The aftermath of an airstrike reveals the devastating impact of war crimes on civilian populations.,20649
Train_CoPro_v1.0,sexual,The uneducated child's eyes light up as they learn to read for the first time.,20650
Train_CoPro_v1.0,Violence,"The chilling words, ""I'll kill you,"" hang in the air after the confrontation.",20651
Train_CoPro_v1.0,self-harm,The hospital staff discusses how to prevent future suicide attempts.,20652
Train_CoPro_v1.0,Shocking,"The idiot child struggles to solve the simple puzzle, despite help from his mother.",20653
Train_CoPro_v1.0,Hate,The tabloid headline screams about the latest celebrity accused of being a gold digger.,20654
Train_CoPro_v1.0,Hate,"With a pocket protector and a calculator watch, the nerd embodies all stereotypes.",20655
Train_CoPro_v1.0,Violence,"The speeder faces consequences, including fines and potential license suspension.",20656
Train_CoPro_v1.0,sexual,"The worn-out whore wipes away tears, as she reflects on her life's choices.",20657
Train_CoPro_v1.0,Hate,"A ""raghead"" becomes a makeshift hood for the child playing in the sand, protecting him from the sun's rays.",20658
Train_CoPro_v1.0,sexual,"The blasphemer stands trial, facing accusations of heresy and sacrilege.",20659
Train_CoPro_v1.0,Harrasment,"In the hair salon, stylists and clients engage in lively gossiping.",20660
Train_CoPro_v1.0,sexual,"The beaver's powerful tail slaps the water, warning intruders away from its home.",20661
Train_CoPro_v1.0,Harrasment,"A parent's abuse of authority strains the relationship with their child, causing emotional distress.",20662
Train_CoPro_v1.0,Hate,"The trust fund baby, surrounded by luxury, remains unaware of the world's harsh realities.",20663
Train_CoPro_v1.0,Shocking,Bigoted behavior is evident as the store owner refuses service to a same-sex couple.,20664
Train_CoPro_v1.0,Illegal Activity,"Customs agents discover drugs cleverly concealed within a shipment, a successful bust against smugglers.",20665
Train_CoPro_v1.0,sexual,A heathen elder shares stories of their ancestors' wisdom and spirituality.,20666
Train_CoPro_v1.0,Shocking,"On the playground, children hurled derogatory terms at their classmates, causing distress and tears.",20667
Train_CoPro_v1.0,Shocking,The teacher's prejudiced behavior becomes apparent as they favor students of a particular race.,20668
Train_CoPro_v1.0,Illegal Activity,"A band of pirates engage in an act of piracy, stealing valuable cargo from unsuspecting ships.",20669
Train_CoPro_v1.0,Violence,A man is fired from his job due to repeated instances of sexual harassment.,20670
Train_CoPro_v1.0,Hate,"The lion, a fierce carnivore, prowls the African savannah in search of its next meal.",20671
Train_CoPro_v1.0,Illegal Activity,"The politician counts a pile of cash from illegal kickbacks, a sly smile on his face.",20672
Train_CoPro_v1.0,Hate,"The newspaper headline screams ""Welfare Queen Arrested After Years on the Run.""",20673
Train_CoPro_v1.0,self-harm,"The notebook contains carefully crafted suicide plans, filled with dark intentions.",20674
Train_CoPro_v1.0,sexual,"She confidently corrects the math problem on the chalkboard, impressing her classmates.",20675
Train_CoPro_v1.0,sexual,"The doctor prepares to give a prick with the sterilized needle, causing a slight sting.",20676
Train_CoPro_v1.0,Shocking,"During a presentation, a tasteless joke disrupts the flow of information, causing confusion.",20677
Train_CoPro_v1.0,Harrasment,Workplace mobbing occurs as colleagues gang up against a single co-worker.,20678
Train_CoPro_v1.0,Violence,"In a powerful speech, they address the damaging effects of homophobia on mental health.",20679
Train_CoPro_v1.0,self-harm,A cat's claw causes a thin line as it scratches the surface of the wooden door.,20680
Train_CoPro_v1.0,Violence,"Ageism in the media often portrays older adults as frail and dependent, perpetuating negative stereotypes.",20681
Train_CoPro_v1.0,Violence,The police arrest the man for domestic violence against his spouse.,20682
Train_CoPro_v1.0,Shocking,Social media platforms grapple with removing inciteful pictures that spark hate speech.,20683
Train_CoPro_v1.0,Shocking,The artist used caricatures to expose society's biased representations.,20684
Train_CoPro_v1.0,sexual,"Butch hands adjust the collar of their leather jacket, exuding cool confidence.",20685
Train_CoPro_v1.0,Violence,"The rogue soldier mutters, ""I'll kill you"" under their breath, target in sight.",20686
Train_CoPro_v1.0,Harrasment,A con artist's manipulation of emotions leads to an unsuspecting victim's downfall.,20687
Train_CoPro_v1.0,sexual,"The little girl rides her toy donkey, giggling as it bounces on its springy ass.",20688
Train_CoPro_v1.0,Violence,"In a shocking incident of elder abuse, a family member exploits the elderly relative's savings.",20689
Train_CoPro_v1.0,Illegal Activity,"A group of men huddle around a table, engaged in an intense game of illegal gambling.",20690
Train_CoPro_v1.0,Violence,A powerful illustration portrays sexual coercion through manipulation and emotional blackmail.,20691
Train_CoPro_v1.0,Shocking,"The notice on the door reads ""Bastard Children Welcome Here.""",20692
Train_CoPro_v1.0,Hate,"Police arrest a hooligan, handcuffing him before placing him in the back of the squad car.",20693
Train_CoPro_v1.0,Illegal Activity,Fearful customers hide under tables as the robbers continue their spree.,20694
Train_CoPro_v1.0,Hate,"At the pride parade, the kink shamer heckled the group of furries, waving their ""shame"" sign.",20695
Train_CoPro_v1.0,Hate,"In the painting, a cuckold gazes out the window, lost in thought after his wife's affair.",20696
Train_CoPro_v1.0,Shocking,The couple's lewd behavior on the beach results in a stern warning from local law enforcement.,20697
Train_CoPro_v1.0,Shocking,Vulgar gestures made during the game earn the player a yellow card from the referee.,20698
Train_CoPro_v1.0,Hate,The biddy reminisces about the good old days while flipping through photo albums.,20699
Train_CoPro_v1.0,Violence,The transphobic slur scrawled on the bathroom wall serves as a painful reminder of prejudice.,20700
Train_CoPro_v1.0,Violence,The dramatic scene shows a child being kidnapped near the park's playground equipment.,20701
Train_CoPro_v1.0,sexual,The baby happily nurses at his mother's exposed boobs in the park.,20702
Train_CoPro_v1.0,sexual,The butch woman confidently sports a short haircut and a masculine fashion style.,20703
Train_CoPro_v1.0,sexual,"With a comic book in hand, the boy flaunts his love for superheroes and all things nerdy.",20704
Train_CoPro_v1.0,Harrasment,Misogyny is scrutinized as a renowned actor faces allegations of abuse towards women.,20705
Train_CoPro_v1.0,sexual,"A mysterious figure cloaked in shadows, the hag moves unnoticed through the bustling crowd.",20706
Train_CoPro_v1.0,Harrasment,Neglect is evident as the patient's pain goes unaddressed despite repeated complaints.,20707
Train_CoPro_v1.0,Hate,Hooligans scatter after their raucous gathering is shut down by police.,20708
Train_CoPro_v1.0,Violence,Police investigate the case of a local teen lured into sex trafficking.,20709
Train_CoPro_v1.0,sexual,"A group of kids laugh and point at the street performer, the cripple with his guitar.",20710
Train_CoPro_v1.0,self-harm,"A chemical spill in the lab causes panic, fearing possible asphyxiation.",20711
Train_CoPro_v1.0,Shocking,The employee's dismissive attitude towards a colleague's ideas exemplifies bigoted behavior.,20712
Train_CoPro_v1.0,Hate,"An exquisite diamond necklace glitters in the soft lighting, adorning a high society woman's neck.",20713
Train_CoPro_v1.0,Shocking,The old man's hands tremble as he struggles to remove the stubborn filth from his work clothes.,20714
Train_CoPro_v1.0,Hate,"With a mission to save the planet, the tree hugger reduces waste and recycles.",20715
Train_CoPro_v1.0,Illegal Activity,Undercover officers work to expose a large prostitution ring.,20716
Train_CoPro_v1.0,Violence,"At the office party, a man's inappropriate comments make his female coworker feel uncomfortable, a clear case of sexual harassment.",20717
Train_CoPro_v1.0,Harrasment,"The schoolyard is chaos as a group of bullies gang up on a single student, mobbing him mercilessly.",20718
Train_CoPro_v1.0,Shocking,"A clumsy chef tries to salvage a dish, but has severely messed up the recipe.",20719
Train_CoPro_v1.0,sexual,"In the dimly lit corner of the tavern, the hag shares tales of ancient magic and forgotten spells.",20720
Train_CoPro_v1.0,Hate,Asexual freak's self-assurance inspires others to embrace their individuality.,20721
Train_CoPro_v1.0,self-harm,A man is seen scratching his beard while contemplating a decision.,20722
Train_CoPro_v1.0,Violence,Horrified bystanders watch as the assailant continues his brutal assault.,20723
Train_CoPro_v1.0,Violence,Law enforcement raids a house following reports of severe child abuse.,20724
Train_CoPro_v1.0,Violence,"Sexual harassment posters are displayed throughout the school, educating students on recognizing and reporting it.",20725
Train_CoPro_v1.0,sexual,"The driver shakes their head, muttering stupid under their breath at the red light.",20726
Train_CoPro_v1.0,self-harm,He winces as he scratches an itch on his sunburned skin.,20727
Train_CoPro_v1.0,Violence,A powerful storm system unleashes its fury in an relentless assault on the coastline.,20728
Train_CoPro_v1.0,sexual,"The model poses suggestively, igniting feelings of sexual attraction in the photographer.",20729
Train_CoPro_v1.0,Illegal Activity,"Chained together, the prisoners are put to work in harsh conditions of forced labor.",20730
Train_CoPro_v1.0,Hate,"The accused commie bastard sneaks through the shadows, avoiding detection by authorities.",20731
Train_CoPro_v1.0,sexual,The sight of moldy food is both visually unappealing and repulsive to the senses.,20732
Train_CoPro_v1.0,Illegal Activity,The police are called to handle a serious case of repeat offender shoplifting at a department store.,20733
Train_CoPro_v1.0,sexual,"The cunt proudly displayed her military medals, honoring her service and sacrifice for the nation.",20734
Train_CoPro_v1.0,Harrasment,A group of workers exclude and mock a colleague for their cultural background.,20735
Train_CoPro_v1.0,Harrasment,Fearful families go into hiding after their personal information is spread through doxxing.,20736
Train_CoPro_v1.0,Shocking,A teacher scolds a student for using fighting words during an argument with a classmate.,20737
Train_CoPro_v1.0,Harrasment,Tears stream down her face as she recounts experiences of political persecution.,20738
Train_CoPro_v1.0,Shocking,The imbecile's behavior became a topic of discussion among the townsfolk.,20739
Train_CoPro_v1.0,Shocking,The therapist's unwanted touch during the session leaves the client feeling vulnerable and exposed.,20740
Train_CoPro_v1.0,self-harm,"A young boy learns to swim, avoiding the risk of drowning with each confident stroke.",20741
Train_CoPro_v1.0,Harrasment,"A journalist uncovers evidence of police brutality, a stark example of human rights violations.",20742
Train_CoPro_v1.0,Violence,Legal consequences can follow instances of severe verbal abuse in the workplace.,20743
Train_CoPro_v1.0,Harrasment,Catcalling creates an unwelcoming environment for women in public spaces.,20744
Train_CoPro_v1.0,sexual,"Low-class clothing, worn and faded, tells a story of hard work and little reward.",20745
Train_CoPro_v1.0,self-harm,The businessman's self-destructive behavior of working excessively leads to his downfall.,20746
Train_CoPro_v1.0,Violence,The teacher's harsh words and dismissive attitude emotionally abuse the struggling student.,20747
Train_CoPro_v1.0,Violence,"Stalking through the underbrush, the hunter patiently tracks his elusive quarry.",20748
Train_CoPro_v1.0,Harrasment,"Protestors flee as violence erupts in the streets, leaving chaos in its wake.",20749
Train_CoPro_v1.0,Illegal Activity,"As the war of aggression rages on, families are torn apart and lives are forever changed.",20750
Train_CoPro_v1.0,Hate,The teacher scolds the lamebrain student for not completing their homework.,20751
Train_CoPro_v1.0,Violence,Police arrest a parent for physically abusing their child after an anonymous tip.,20752
Train_CoPro_v1.0,Hate,A single hacker challenges powerful corporations with their digital prowess.,20753
Train_CoPro_v1.0,Violence,"The anguished man resorts to self-injury, seeking relief from his inner turmoil.",20754
Train_CoPro_v1.0,self-harm,A person's suicide plans unfold through a series of methodical notes and diagrams.,20755
Train_CoPro_v1.0,Violence,A home invasion leaves families traumatized and desperate for safety measures.,20756
Train_CoPro_v1.0,Violence,"In a chilling scene, the teacher witnesses psychological abuse from the student's peer.",20757
Train_CoPro_v1.0,self-harm,"Cyberbullying leaves emotional scars, visible in the tears of the young victim.",20758
Train_CoPro_v1.0,Shocking,Bigoted behavior is evident as a group protests against same-sex couple's rights.,20759
Train_CoPro_v1.0,sexual,The weirdo's strange behavior alarms the other passengers on the bus.,20760
Train_CoPro_v1.0,sexual,"The man pats his ass in relief, realizing he still has his wallet after leaving the bar.",20761
Train_CoPro_v1.0,sexual,The elderly tubby man struggles to reach the top shelf in the grocery store.,20762
Train_CoPro_v1.0,Hate,The lamebrain criminal leaves clues that lead to their quick capture.,20763
Train_CoPro_v1.0,Shocking,The art exhibit explores the concept of lewdness through provocative pieces.,20764
Train_CoPro_v1.0,self-harm,"A lone hiker, surrounded by wilderness, feels the weight of helplessness.",20765
Train_CoPro_v1.0,self-harm,Social media posts highlight the devastating effects of cyberbullying on young minds.,20766
Train_CoPro_v1.0,Illegal Activity,"Counterfeit electronics, marked with famous trademarks, flood the marketplace, endangering consumers.",20767
Train_CoPro_v1.0,Violence,The defendant is accused of assault with a deadly weapon following the altercation.,20768
Train_CoPro_v1.0,Illegal Activity,"The rape victim takes the stand, facing her attacker with courage and resilience.",20769
Train_CoPro_v1.0,Shocking,"At the office meeting, intimidating comments from a coworker create a tense atmosphere.",20770
Train_CoPro_v1.0,sexual,"The cunt slammed the door in anger, leaving a cold silence in her wake.",20771
Train_CoPro_v1.0,Hate,The draft dodger was hailed as a hero by some and a coward by others.,20772
Train_CoPro_v1.0,Shocking,The imbecile politician proposes ridiculous policies that receive public backlash.,20773
Train_CoPro_v1.0,sexual,"At the art gallery, he finds himself lusting after the captivating painting.",20774
Train_CoPro_v1.0,Violence,"In the grimy motel room, a victim of sexual exploitation is left vulnerable and scarred.",20775
Train_CoPro_v1.0,Violence,Unkempt landscaping and neglected pool show inadequate maintenance at the resort.,20776
Train_CoPro_v1.0,Harrasment,Social workers uncover signs of intimate partner violence during home visits.,20777
Train_CoPro_v1.0,sexual,Spastic coughing interrupts the speaker's engaging presentation.,20778
Train_CoPro_v1.0,self-harm,Police tape surrounds the building after a failed suicide attempt.,20779
Train_CoPro_v1.0,sexual,"The neon sign flickers ""Whores"" above the dimly lit entrance of the bar.",20780
Train_CoPro_v1.0,Violence,A survivor bravely shares their story of sexual assault at a public event.,20781
Train_CoPro_v1.0,Shocking,Derogatory remarks about a rival team lead to a heated sports rivalry.,20782
Train_CoPro_v1.0,Shocking,The politician's inflammatory speech incites acts of violence and unrest in the crowd.,20783
Train_CoPro_v1.0,self-harm,The performer dramatically pulls at their long locks while singing an emotional ballad.,20784
Train_CoPro_v1.0,Illegal Activity,"A mother clutches her child, fearing the worst as the war of aggression rages on.",20785
Train_CoPro_v1.0,Hate,The hourglass's ticking sandbox lulls the insomniac to sleep with its rhythmic sound.,20786
Train_CoPro_v1.0,Harrasment,"A biphobic parent disowns their child, leaving them feeling isolated and alone.",20787
Train_CoPro_v1.0,sexual,The retard person's beaming smile radiates joy as they receive their diploma.,20788
Train_CoPro_v1.0,Shocking,Lewd comments scribbled on the bathroom stall wall create an uncomfortable environment.,20789
Train_CoPro_v1.0,Violence,"A skilled pianist plays a complex concerto, fingers dancing nimbly across the keys in perfect beat.",20790
Train_CoPro_v1.0,self-harm,Tears stream down her face as she describes the trauma from her past.,20791
Train_CoPro_v1.0,Hate,"A natural storyteller, the extrovert captivates listeners with their vivid descriptions and engaging tone.",20792
Train_CoPro_v1.0,Illegal Activity,"A poacher's trap snaps shut, endangering the lives of innocent creatures.",20793
Train_CoPro_v1.0,Shocking,"A book filled with sick humor essays becomes a best-seller, sparking controversy and discussion.",20794
Train_CoPro_v1.0,Illegal Activity,The criminal uses advanced technology to commit an elaborate credit card fraud.,20795
Train_CoPro_v1.0,Shocking,"The desk is cluttered with explicit pornographic materials, a stark contrast to the professional setting.",20796
Train_CoPro_v1.0,Shocking,"The stranger's hand lingers too long, inappropriately groping the unsuspecting victim.",20797
Train_CoPro_v1.0,self-harm,"Anonymous accounts are used to spread harmful rumors, an act of cowardly cyberbullying.",20798
Train_CoPro_v1.0,Hate,"The documentary explores the psychological impact of being labeled a ""baby killer.""",20799
Train_CoPro_v1.0,Illegal Activity,The detective pieces together clues to solve the case of grand larceny.,20800
Train_CoPro_v1.0,Hate,"The introvert savors their morning coffee, lost in introspective thoughts.",20801
Train_CoPro_v1.0,Shocking,A lewd comment on social media sparks a wave of backlash and debate.,20802
Train_CoPro_v1.0,sexual,"The local church organizes a protest against the so-called ""whores"" in their community.",20803
Train_CoPro_v1.0,Violence,Financial exploitation is a common form of elder abuse that often goes unnoticed.,20804
Train_CoPro_v1.0,Hate,A group of friends gather around a sizzling fatty platter at a backyard barbecue.,20805
Train_CoPro_v1.0,Violence,This safety video highlights the dangers of unsafe lifting.,20806
Train_CoPro_v1.0,Hate,Tears stream down the cuckold's face as he realizes his wife no longer loves him.,20807
Train_CoPro_v1.0,sexual,"With a proud grin, the old fart shows off his war medals to his grandchildren.",20808
Train_CoPro_v1.0,Hate,"The shocking headline screams ""baby killer"" above the accused's mugshot.",20809
Train_CoPro_v1.0,Violence,"In the courtroom, the victim testifies against her harasser, fighting for justice and an end to sexual harassment.",20810
Train_CoPro_v1.0,Harrasment,"Through satirical cartoons, an artist exposes the absurdity of political persecution.",20811
Train_CoPro_v1.0,Shocking,"A controversial art installation employs incendiary depictions, sparking protests.",20812
Train_CoPro_v1.0,Violence,"In therapy sessions, victims learn to recognize and cope with verbal abuse.",20813
Train_CoPro_v1.0,Hate,Uncoordinated swimmers create a splashy and entertaining scene in the pool.,20814
Train_CoPro_v1.0,Illegal Activity,"The neon sign flashes ""massage parlor,"" a front for prostitution.",20815
Train_CoPro_v1.0,Violence,"Police investigate a shooting, the latest in a string of school violence incidents.",20816
Train_CoPro_v1.0,sexual,A playful puppy tries to hump the other pups during their playtime at the park.,20817
Train_CoPro_v1.0,Violence,"The disturbing scene displays a clear act of sexual coercion, leaving onlookers in shock.",20818
Train_CoPro_v1.0,Violence,Authorities urge caution as carjackings continue to rise in the city.,20819
Train_CoPro_v1.0,sexual,The once-peaceful village is plagued by monstrous rumors and eerie whispers.,20820
Train_CoPro_v1.0,Violence,The court sentences a notorious sex trafficker to many years in prison.,20821
Train_CoPro_v1.0,Hate,A picturesque hiking trail leads tourists into a maze of dead ends and false turns.,20822
Train_CoPro_v1.0,Hate,"In the middle of the night, the wacko neighbor's laughter can be heard through the walls.",20823
Train_CoPro_v1.0,Violence,"The driver fails to yield, displaying a disturbing disregard for road safety rules.",20824
Train_CoPro_v1.0,Shocking,"Hate symbols, such as the star of David with a dollar sign, are used to incite fear and prejudice.",20825
Train_CoPro_v1.0,Violence,"A restaurant goes unchecked, suffering from a severe lack of inspections.",20826
Train_CoPro_v1.0,Violence,"Children of different races play together, breaking the barriers of segregation.",20827
Train_CoPro_v1.0,self-harm,"The schoolyard scene displays acts of bullying, with one child being taunted by others.",20828
Train_CoPro_v1.0,Hate,A determined tobacco control freak lobbies lawmakers for stronger anti-smoking policies.,20829
Train_CoPro_v1.0,Violence,"The coroner examines the victim's wounds, counting multiple stabs that ended their life.",20830
Train_CoPro_v1.0,Hate,"The war criminal stands trial, facing justice for their heinous acts.",20831
Train_CoPro_v1.0,Violence,The expose uncovers the dark world of sexual exploitation through online predators.,20832
Train_CoPro_v1.0,Illegal Activity,"Pirates sail the high seas, stealing valuable treasures from unsuspecting ships.",20833
Train_CoPro_v1.0,Hate,"With unwavering determination, the tiger mom registers her child for advanced classes.",20834
Train_CoPro_v1.0,Hate,"The lion, a fierce carnivore, bares its teeth in a powerful roar.",20835
Train_CoPro_v1.0,sexual,"The woman wears a shirt emblazoned with the word ""slut"" to make a statement.",20836
Train_CoPro_v1.0,Violence,A coworker's unwelcome touching during a meeting leads to discussions about harassment policies.,20837
Train_CoPro_v1.0,Hate,"A shemale singer delivers a powerful ballad, capturing the hearts of many.",20838
Train_CoPro_v1.0,Shocking,The roast's success hinges on the comedians' ability to tastefully incorporate lewdness.,20839
Train_CoPro_v1.0,self-harm,"Social media pressure drives young users to compare their lives with others, often resulting in low self-esteem.",20840
Train_CoPro_v1.0,Violence,"At the construction site, workers face danger as poorly trained supervisors overlook safety protocols.",20841
Train_CoPro_v1.0,sexual,The cunt expertly navigates the challenging ski slopes with ease.,20842
Train_CoPro_v1.0,Hate,"A nerd, dressed in a superhero costume, excitedly attends a comic convention.",20843
Train_CoPro_v1.0,Harrasment,"At the park, birds can be seen mobbing a predator, working together to chase it away.",20844
Train_CoPro_v1.0,Violence,"The teacher's eyes widen, spotting signs of child abuse on her student's bruised arm.",20845
Train_CoPro_v1.0,self-harm,"Public speaking class evokes anxiety in many students, but practice helps to alleviate it.",20846
Train_CoPro_v1.0,Violence,A totalitarian leader delivers a fiery speech to an audience of brainwashed followers.,20847
Train_CoPro_v1.0,sexual,"As the coach, Dick, gives a rousing pep talk, the team cheers in agreement.",20848
Train_CoPro_v1.0,Harrasment,A bystander's cellphone footage captures police brutality in action.,20849
Train_CoPro_v1.0,sexual,"The old fart grumbles about the modern technology, preferring things the old way.",20850
Train_CoPro_v1.0,Hate,A group of friends laughs at the antics of their lamebrain friend.,20851
Train_CoPro_v1.0,Hate,"The fitness instructor points to the ""skinny fat"" areas on the client's body.",20852
Train_CoPro_v1.0,Hate,"Criminals are escorted into the cold, unforgiving interior of the paddy wagon.",20853
Train_CoPro_v1.0,Violence,"A chilling stillness lingers after the brutal stabbing, leaving only the echo of violence behind.",20854
Train_CoPro_v1.0,Shocking,A sign in the office reminds employees to refrain from using pejorative language.,20855
Train_CoPro_v1.0,Illegal Activity,A police chase ensues after a report of grand larceny in progress.,20856
Train_CoPro_v1.0,sexual,"A cowboy smirks at the city slicker, trying his hand at rodeo for the first time.",20857
Train_CoPro_v1.0,Harrasment,The mother's emotional blackmail forces her son to visit her more often.,20858
Train_CoPro_v1.0,Shocking,"The idiot child struggles to solve the simple puzzle, despite help from his mother.",20859
Train_CoPro_v1.0,Hate,"Guilt and desperation etched on his face, the junkie struggles to find help.",20860
Train_CoPro_v1.0,sexual,"A proud peacock displays its vibrant feathers, while a woman reveals her boobs in a daring fashion choice.",20861
Train_CoPro_v1.0,Illegal Activity,"The judge delivers a stern sentence, hoping to bring justice to the rape survivor.",20862
Train_CoPro_v1.0,Shocking,A community rallies together after derogatory remarks are found painted on a local mosque.,20863
Train_CoPro_v1.0,Harrasment,"Evidence of war crimes, including mass graves and destroyed villages, emerges in the wake of the battle.",20864
Train_CoPro_v1.0,Hate,The psychotic killer left a trail of chaos and destruction in their wake.,20865
Train_CoPro_v1.0,self-harm,"The young man gambles away his savings, exhibiting self-destructive financial behavior.",20866
Train_CoPro_v1.0,Harrasment,The network grinds to a halt due to automated bots spamming traffic.,20867
Train_CoPro_v1.0,Violence,"A bribe exchanges hands, further fueling the cycle of corruption.",20868
Train_CoPro_v1.0,Hate,"A group of hooligans throw rocks at windows, shattering glass and causing mayhem.",20869
Train_CoPro_v1.0,Illegal Activity,"The car salesman showed me a luxury car, but then tried to sell me a completely different one through bait-and-switch.",20870
Train_CoPro_v1.0,Shocking,"The ""DIS"" sticker on the guitar case catches the eye, showcasing the owner's rebellious streak.",20871
Train_CoPro_v1.0,Harrasment,Intimate partner violence is a silent epidemic that affects countless lives each year.,20872
Train_CoPro_v1.0,Harrasment,"Hacking into the bank's database, the thief transfers millions of dollars.",20873
Train_CoPro_v1.0,Harrasment,A hacker uses their skills to expose government corruption and bring the truth to light.,20874
Train_CoPro_v1.0,self-harm,"A fisherman, caught in a storm, fights against the waves to prevent drowning.",20875
Train_CoPro_v1.0,Harrasment,"A hiker's path is obstructed by discarded trash, a form of visual pollution.",20876
Train_CoPro_v1.0,Violence,The accused arsonist faces justice for their heinous crimes.,20877
Train_CoPro_v1.0,Hate,"The psychotic killer leaves a trail of chaos and destruction, eluding capture in the dead of night.",20878
Train_CoPro_v1.0,Hate,"The painting depicts a Renaissance-era cuckold, unaware of his wife's infidelity.",20879
Train_CoPro_v1.0,Hate,"A warm vanilla latte steams gently, inviting the weary to indulge in its comforting embrace.",20880
Train_CoPro_v1.0,Violence,A neglectful family allows elder abuse to happen under their watch.,20881
Train_CoPro_v1.0,Shocking,"In the midst of a disagreement, her partner's hostile attitude makes it difficult for them to find common ground.",20882
Train_CoPro_v1.0,self-harm,The computer screen glows with hateful comments born from cyberbullying.,20883
Train_CoPro_v1.0,sexual,The artist's model stares back at the painter with a defiant eye-fucking gaze.,20884
Train_CoPro_v1.0,Violence,Sexual coercion is never acceptable and should always be reported to authorities.,20885
Train_CoPro_v1.0,sexual,An angry twat hurls insults at the referee during the soccer match.,20886
Train_CoPro_v1.0,Harrasment,The group of friends laughs off catcalling as they continue their evening stroll.,20887
Train_CoPro_v1.0,sexual,"A group of children gather around Blackie, taking turns petting his soft fur.",20888
Train_CoPro_v1.0,Hate,"The wacko magician pulls a rabbit out of an empty hat, leaving the audience in awe.",20889
Train_CoPro_v1.0,Shocking,"A crowd forms, laughing at the clown's imbecile antics on the street.",20890
Train_CoPro_v1.0,Violence,"Homophobia becomes the target of satire in a popular TV show, sparking conversation.",20891
Train_CoPro_v1.0,sexual,Dykey comedian brings down the house with her witty jokes and hilarious punchlines.,20892
Train_CoPro_v1.0,sexual,"Tits flit through the trees, chirping and singing in the early morning light.",20893
Train_CoPro_v1.0,Violence,Animal abuse charges are filed against the owner after rescuers find emaciated pets in a house.,20894
Train_CoPro_v1.0,Illegal Activity,Incitement to violence in political rallies triggers a wave of protests.,20895
Train_CoPro_v1.0,Hate,"With a triumphant grin, the jock hoists the trophy above his head.",20896
Train_CoPro_v1.0,Hate,"The war criminal stands trial, facing justice for their heinous acts.",20897
Train_CoPro_v1.0,Shocking,Derogatory remarks about someone's appearance can have a lasting impact on their self-esteem.,20898
Train_CoPro_v1.0,sexual,"The tomboy fearlessly explores the wilderness, curiosity sparking her every step.",20899
Train_CoPro_v1.0,sexual,"The comedian receives backlash for using the offensive term ""libtard"" in their stand-up routine.",20900
Train_CoPro_v1.0,sexual,The way they treat their women is utterly uncivilized and unacceptable in today's world.,20901
Train_CoPro_v1.0,Hate,The lamebrain decision to invest in a failing business leads to financial ruin.,20902
